Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Negative feedback from users: Hide all,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Link Clicks,Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Negative feedback from users: Hide,Matched Audience Targeting Consumption (Video Click),publish_datetime,month
122144230592762707,61572881214141,Juan365,"The Wise Juan knows the game—and the limits.
Hindi nagpapadala sa hype, may diskarte palagi.
Play smart. Play safe. 🎮

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/20/2025 00:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02u57j5nQXDunUrmwLjdnEfFugfCz4T4kn3VDNPq5fQULCqxxqjJFDjbRMUgdkfs3Zl,0,0,Photos,,,,,Lifetime,28240.0,13436.0,330.0,221.0,93.0,16.0,,423.0,375.0,48.0,,0.0,,,,,,2025-07-20 00:00:00,2025-07
122144186378762707,61572881214141,Juan365,"📲✅ Naka-KYC ka na ba?
Secure your account and game with confidence.
Don’t worry—madali lang! 👇

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/19/2025 19:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid0Vzrh6kRWFm4kzVGsH9cadgXFYe5f278Z18oMQwoq91vvEF812tykxmiMaHuEiTWml,0,0,Photos,,,,,Lifetime,37125.0,17871.0,413.0,222.0,173.0,18.0,,310.0,262.0,45.0,3.0,0.24,,,,,,2025-07-19 19:00:00,2025-07
122144050124762707,61572881214141,Juan365,"Pusong Palaban. Tatlong Kampeon ng Bayan.
Witness Pacquiao, Magsayo, and Marcial as they represent the Philippines on the global stage this July 20, 2025!
🇵🇭 Pacquiao vs Barrios
🇵🇭 Magsayo vs Mata
🇵🇭 Marcial vs Joseph

Laban para sa Bayan. Laban ng Tunay na Kampeon!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/19/2025 04:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02HPatwEBLcra416C5rVmSFstQ6fWGYbKZwCwcdQH9VmN7x4tfimkDw7gUmU57Jgskl,0,0,Photos,,,,,Lifetime,60479.0,30848.0,413.0,326.0,59.0,28.0,1.0,899.0,701.0,197.0,1.0,0.0,,,,,,2025-07-19 04:00:00,2025-07
122144019818762707,61572881214141,Juan365,"Enjoy the thrill, but keep it chill – play responsibly! 📱

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/19/2025 00:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid026dn2Mb8fmpiBHTFwyxmJTfgzmF4PSge16i2HMqvaQT7cYhvrwQ8MSviwEpReexAGl,0,0,Photos,,,,,Lifetime,49968.0,23869.0,493.0,301.0,156.0,36.0,,874.0,776.0,98.0,,0.0,,,,,,2025-07-19 00:00:00,2025-07
122143993904762707,61572881214141,Juan365,"Big moments call for big players — and June Mar Fajardo delivered. 🫡
33points, 11 rebounds, while shooting a crazy 12/15 from the floor. Hindi lang siya naglaro, siya ang nanguna. 💪
Player of the Game for a reason! 🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/18/2025 20:14,,https://www.facebook.com/Juan365officialpage/posts/pfbid0rbBL1tZj4fQ6rtLa2VJbjk6QAUKkAvjvGdN22YaGr5rRFXK2RaLQ9GJtz8Qiq3aal,0,0,Photos,,,,,Lifetime,30379.0,14061.0,289.0,206.0,61.0,22.0,,171.0,142.0,29.0,,0.0,,,,,,2025-07-18 20:14:00,2025-07
122143984988762707,61572881214141,Juan365,"🎁 May pa-welcome bonus si Juan365!
Just follow these steps:
📱 Bind your number
⬇️ Download the Juan365 app
👍 Like us on Facebook: Juan365 
✅ Complete your KYC
₱36.5 bonus agad — no deposit needed!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan","🎁 May pa-welcome bonus si Juan365!
Just follow these steps:
📱 Bind your number
⬇️ Download the Juan365 app
👍 Like us on Facebook: @[61572881214141:2048:Juan365] 
✅ Complete your KYC
₱36.5 bonus agad — no deposit needed!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",8,07/18/2025 19:01,,https://www.facebook.com/Juan365officialpage/videos/1248174009861854/,1,0,Videos,,,,,Lifetime,139053.0,36782.0,1484.0,783.0,544.0,157.0,,810.0,803.0,,7.0,0.01,592442.161,6.29,,,,2025-07-18 19:01:00,2025-07
122143870850762707,61572881214141,Juan365,"🏆 The PBA Philippine Cup Finals heats up! 🔥 Game 3 is here as TNT Tropang Giga face off against the San Miguel Beermen! Who will claim the win tonight? Tune in at 7:30 PM!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #PBA",,0,07/18/2025 03:22,,https://www.facebook.com/Juan365officialpage/posts/pfbid02WnHdSbrVBeHhtxpZVF58XMuhxqR6zFqMTTxUk1pLFYNqHcPFsCZpaDcm4eRWuEmJl,0,0,Photos,,,,,Lifetime,30280.0,14629.0,279.0,190.0,75.0,14.0,,210.0,178.0,31.0,1.0,0.0,,,,,,2025-07-18 03:22:00,2025-07
122143837760762707,61572881214141,Juan365,"Walang pilitan. Walang ‘last na, promise.’
Kapag di na masaya, stop na.
Dahil ang laro, dapat good vibes—not stress.
🎲🚦
Control is cool. Play safe, EveryJUAN.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/18/2025 00:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02ucZyL9mcbJzXguEawMiGrBA4t6mKpz627KabSQQqx78r3PkWa98MjHbvdgTNDLWGl,0,0,Photos,,,,,Lifetime,32987.0,16391.0,342.0,219.0,95.0,28.0,,486.0,430.0,52.0,4.0,0.0,,,,,,2025-07-18 00:00:00,2025-07
122143809572762707,61572881214141,Juan365,"4 Epic Games. 1 Legendary Provider. Unlimited chances to win BIG! 🔥 Hulaan nyo kung sino ang provider na ‘to!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/17/2025 21:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid029rXUx9jHHQvHAxwHHLYatJCz2czp6GvfPFAbML22VRDNRXz5jB6qtDLeZoSk55Wnl,0,0,Photos,,,,,Lifetime,55742.0,24962.0,514.0,250.0,247.0,17.0,1.0,1506.0,1367.0,138.0,1.0,0.0,,,,,,2025-07-17 21:00:00,2025-07
122143785806762707,61572881214141,Juan365,"Grabe, ang lakas niyo! 💯
From 200K to 300K—mas dumami, mas masaya, mas JUANderful! 🙌 Sobrang grateful kami sa tiwala at tuloy-tuloy na suporta. Kayo ang dahilan kung bakit tuloy-tuloy ang saya sa Juan365. ❤️

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/17/2025 17:54,,https://www.facebook.com/Juan365officialpage/posts/pfbid02GL6mrMuKniSV3nCSJ3vwLZk8s78KeyYim8zTPgt7Bac7SUpMoAoYBCQwFeMNQsmFl,0,0,Photos,,,,,Lifetime,45804.0,22349.0,587.0,355.0,196.0,36.0,,1080.0,983.0,93.0,4.0,0.0,,,,,,2025-07-17 17:54:00,2025-07
122143664060762707,61572881214141,Juan365,"Real MVPs know when to play and when to pause.
Responsible gaming is the real flex. 💪🎰
Play safe, play smart, everyJuan!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/17/2025 00:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid0DBiibtkkzztmB781Lp6vrfH9N5y4rnJomfUbLC2iRUXWpmQS54aCDiE7LwmTcLaql,0,0,Photos,,,,,Lifetime,33971.0,15526.0,352.0,259.0,78.0,15.0,,459.0,414.0,45.0,,0.0,,,,,,2025-07-17 00:00:00,2025-07
122143619162762707,61572881214141,Juan365,"🎰 All your favorite games in one tap — anytime, anywhere!
Tara na, connect and play responsibly!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/16/2025 19:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid031khkf3xg1SzNRZtQRPDwAjYgaUDWNcsR7g5aokmA8v4U3zpv7CShL9FthscRpeaLl,0,0,Photos,,,,,Lifetime,34956.0,16037.0,521.0,280.0,215.0,26.0,,722.0,639.0,80.0,3.0,0.0,,,,,,2025-07-16 19:00:00,2025-07
122143543082762707,61572881214141,Juan365,"🔥 PLAYER OF THE GAME 🔥

Don Trollano comes up CLUTCH in PBA Finals Game 2! 💪

The San Miguel Beerman sharpshooter drops 22 points, grabs 6 rebounds, and shoots an efficient 10/16 from the fieldto lead the charge against TNT Tropang 5G! 🏀💥

Big-time players show up in big-time moments — and Don Trollano delivered! 🔴⚪️ 

#FearTheBeer🍺
#PlayerOfTheGame #DonTrollano #SanMiguelBeermen #SMBvsTNT #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/16/2025 09:01,,https://www.facebook.com/Juan365officialpage/posts/pfbid02WLqngce6iPpYyoQQ6FyfipKKeo3oP7SqnYC7WeAGp96xVbFV58BFZ35GnBqtkpSwl,0,0,Photos,,,,,Lifetime,32366.0,14511.0,262.0,199.0,54.0,9.0,,231.0,186.0,44.0,1.0,0.0,,,,,,2025-07-16 09:01:00,2025-07
122143458626762707,61572881214141,Juan365,"🏀🔥 Game 2 ng PBA Philippine Cup Finals!
San Miguel Beermen 🆚 Tropang TNT — sagupaan ng lakas at diskarte!
Ngayong July 16, abangan kung sino ang uusad sa laban!
Sino ang bet mo, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #Juankada  #TheResponsibleJuan",,0,07/16/2025 00:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid0GJnoHv76EpD2KrnfUH1M29BMvZ9Eqeq3TNWK8vURgR2HpzjRr8dXhVjDUGzVrC31l,0,0,Photos,,,,,Lifetime,32628.0,15184.0,234.0,183.0,37.0,14.0,,222.0,188.0,34.0,,0.0,,,,,,2025-07-16 00:00:00,2025-07
122143412768762707,61572881214141,Juan365,"Ready ka na ba sa big thrills and non-stop saya? 💥
Spin now and feel the Grand Slam vibes! 🏆

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan","Ready ka na ba sa big thrills and non-stop saya? 💥
Spin now and feel the Grand Slam vibes! 🏆

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",10,07/15/2025 19:00,,https://www.facebook.com/Juan365officialpage/videos/1083862666503668/,1,0,Videos,,,,,Lifetime,45783.0,17172.0,557.0,322.0,136.0,99.0,,273.0,273.0,,,0.0,171912.512,5.536,,,,2025-07-15 19:00:00,2025-07
122143309058762707,61572881214141,Juan365,"The Pambansang Kamao is back in action! 🔥 Don't miss Pacquiao vs Barrios for the WBC World Welterweight Championship on July 20, 2025. Kasama mo kami, Pambansang Kamao! Let’s bring the fight to the world! 🥊

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #Juankada  #TheResponsibleJuan  #pacquiaovsbarrios",,0,07/15/2025 04:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid0L7irhuwAL49WN8sXig4CVPu6Jp2kFKsSf43S8NV4hS3YwT2AeXLMHabcs4GATiW6l,0,0,Photos,,,,,Lifetime,35459.0,16774.0,352.0,275.0,35.0,42.0,,260.0,203.0,51.0,6.0,0.0,,,,,,2025-07-15 04:00:00,2025-07
122143259876762707,61572881214141,Juan365,"Si Juan, marunong mag-‘enough na for today’.
Alam niya kung kailan dapat i-press ang spin, at kailan i-press ang exit. 🎰🚪

Game responsibly, everyJUAN. 🎮

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,07/15/2025 00:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02fwvUNRYUKsCA93i9VJDhpU2V1fmb8quYCPBAhZCuJuVtAHQv9BSwjNAPzJd1qKjyl,0,0,Photos,,,,,Lifetime,27266.0,12151.0,267.0,211.0,44.0,12.0,,224.0,194.0,30.0,,0.0,,,,,,2025-07-15 00:00:00,2025-07
122143071152762707,61572881214141,Juan365,"💸 Pa-Deposit na? Eto, easy lang!

Here's a step-by-step guide para smooth ang pag-cash in sa Juan365!🔥

📌 For 21 years old and above only.
🎮 Gaming doesn't guarantee earnings or financial improvement. Stay within your limits. Enjoy and Play Responsibly.

Follow these steps: 

1. Click ""Deposit"" on the top of the Site
2. Click 'Deposit'
3. Choose Payment Method
4. Select Amount to Deposit
5. Save the QR Code
6. Open your GCash App 
-Tap ""QR""
7.  Choose ""Upload QR""
8. Pay using the uploaded QR Code
9. Screenshot the payment receipt
10. Reload the app and wait for 1–2 minutes

✅ Your deposit should reflect shortly!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #Juankada #TheResponsibleJuan",,0,07/14/2025 04:01,,https://www.facebook.com/Juan365officialpage/posts/pfbid06j8Tak1nhKAjb4h5wmMtFtkc7ApUbxUkmWt9svAdUUDnfmFyrAh7syWwKW3zhgaZl,0,0,Photos,,,,,Lifetime,81694.0,34827.0,806.0,433.0,323.0,50.0,,513.0,332.0,180.0,1.0,0.01,,,,,,2025-07-14 04:01:00,2025-07
122143055936762707,61572881214141,Juan365,"Gaming doesn't guarantee earnings or financial improvement. Stay within your limits, Enjoy and Play Responsibly JuanKada! 🤩

#Juan365 #Juan365PH #AllInJuanSaSaya #Juankada #TheResponsibleJuan #JuanForFunNotForFunds #LaroResponsiblyWithJuan365",,0,07/14/2025 02:34,,https://www.facebook.com/photo.php?fbid=122143055936762707&set=a.122127416456762707&type=3,0,0,Photos,,,,,Lifetime,1796.0,1048.0,653.0,487.0,118.0,48.0,,19.0,16.0,3.0,,0.0,,,,,,2025-07-14 02:34:00,2025-07
122143025888762707,61572881214141,Juan365,"Si Juan, hindi basta laro lang—may isip, may diskarte. 🎯
Alam niya kung kailan sapat na, at kung kailan dapat mag-pause. ⏸️
Play smart, everyJuan—’yun ang tunay na solid. 🎮✅

Juan365 reminds you: Keep it fun, keep it safe, everyJUAN.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,07/14/2025 00:01,,https://www.facebook.com/Juan365officialpage/posts/pfbid0v84GA6Svgk46y8ChdHWrCtzUK1VsebxTtqzvVmqvx9HAieccfFvms3yybg6VCne9l,0,0,Photos,,,,,Lifetime,38175.0,17973.0,379.0,246.0,101.0,32.0,,813.0,730.0,81.0,2.0,0.0,,,,,,2025-07-14 00:01:00,2025-07
122142993590762707,61572881214141,Juan365,"Ayaw mo ma-FOMO? Join ka na sa Juan365 Official Group! ✨
👉 https://www.facebook.com/groups/juan365officialgroup
Don’t miss out on updates, promos, and good vibes! 🎉

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,07/13/2025 19:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid0oRVE916oYfiDt6Dte221WphTuLjJrVc2hvuMeyVjQs5PMcMbXCbpWMo8vYp5Hs1Dl,0,0,Photos,,,,,Lifetime,24771.0,11670.0,283.0,198.0,67.0,18.0,,588.0,567.0,21.0,,0.14,,,,,,2025-07-13 19:00:00,2025-07
122142860216762707,61572881214141,Juan365,"Chill lang si Juan—may control, may limit.
Kaya niyang tumigil ‘pag kailangan. That’s real play. 🧠✅
Responsible gamer? Ganyan dapat, everyJUAN. 🎮🔒

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,07/13/2025 00:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid022Rh7ndJNs7qTc2ecYnqYEeBMEytrjLBY4adHcM46WmC7FGHqBVk47oUurP12aJpnl,0,0,Photos,,,,,Lifetime,35148.0,17455.0,322.0,244.0,51.0,27.0,,368.0,310.0,56.0,2.0,0.0,,,,,,2025-07-13 00:00:00,2025-07
122142827810762707,61572881214141,Juan365,"Make every Sunday extra lucky—kasama si Juan sa swertehan! 🍀🎰
Walang dull moments, puro good vibes!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,07/12/2025 19:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid0MDih2gD6MYqC7k5ph5Y3Rg6F5jWuQXWJAGNEYoW2ZK2DiCPRKGKFNkSz4MKB8DxBl,0,0,Photos,,,,,Lifetime,25445.0,11615.0,311.0,219.0,63.0,29.0,,393.0,351.0,41.0,1.0,0.0,,,,,,2025-07-12 19:00:00,2025-07
122142641180762707,61572881214141,Juan365,"Sa Juan365, priority ang disiplina at saya. 🎯
Play smart, play safe—everyJUAN, all the time. 🎮✅

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,07/11/2025 21:03,,https://www.facebook.com/Juan365officialpage/posts/pfbid02sbpj7VxYAe233PnvpE8zJXHgugxjWyYR88sNZyEu3a5ZgKY1pVJTR5eNzKWjReiGl,0,0,Photos,,,,,Lifetime,71997.0,31679.0,634.0,362.0,222.0,50.0,,1625.0,1451.0,170.0,4.0,0.01,,,,,,2025-07-11 21:03:00,2025-07
122142629954762707,61572881214141,Juan365,"Good thing we’ve got lahat! 🎮 Wide game selection—swipe left, right, and play.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Good thing we’ve got lahat! 🎮 Wide game selection—swipe left, right, and play.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",6,07/11/2025 19:00,,https://www.facebook.com/Juan365officialpage/videos/2206255493158511/,1,0,Videos,,,,,Lifetime,53255.0,30717.0,1066.0,624.0,382.0,60.0,,928.0,923.0,,5.0,0.0,172048.998,4.429,,,,2025-07-11 19:00:00,2025-07
122142441038762707,61572881214141,Juan365,"Dragon’s Grace: the reels are hot and the luck is wilder. 🐉💥
Ready ka na ba sa tambalang swerte at saya?
Game of the Day na ‘to! 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,07/10/2025 19:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02qZfAMSyVWaqCNwGLDo63BJYfDaaUYVtCrQ8iaQbio4ZUwLXKMPCrJdy8Fa5Q3fGsl,0,0,Photos,,,,,Lifetime,53056.0,21474.0,631.0,427.0,171.0,33.0,,890.0,792.0,97.0,1.0,0.0,,,,,,2025-07-10 19:00:00,2025-07
122142335462762707,61572881214141,Juan365,"🔥WE HIT 200,000 FOLLOWERS!🔥
Grabe, da best talaga kayo, JuanKada! 💯💚
From 100K to 200K—mas dumami, mas lumakas, mas solid! 😭 Salamat sa tiwala, at todo supporta.
Hindi lang kayo followers… kayo ang puso ng Juan365. ❤️

Tuloy-tuloy lang ang kulitan, bigayan, at pa-premyo! 🎁
Next stop: 500K? Sama-sama 'to! 🚀

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,07/10/2025 05:51,,https://www.facebook.com/Juan365officialpage/posts/pfbid0XbmfBC3U6XXUnWXg9ep6cZAphcGC1xJd4bGNywqFksCnE7LHKWa7SmMy1Tu8VDYl,0,0,Photos,,,,,Lifetime,73553.0,31972.0,831.0,526.0,265.0,40.0,,1430.0,1275.0,151.0,4.0,0.0,,,,,,2025-07-10 05:51:00,2025-07
122142110012762707,61572881214141,Juan365,"✨ 1K and counting na ang ating Juan365 Official Agent Channel!
Isang libo na ang kasama sa saya! 🙌
Maraming salamat, Juankada — simula pa lang ‘to! 💥

Join na! 👉 https://t.me/juan365agentofficial

#Juan365 #Juan365PH #AllInJuanSaSaya",,0,07/08/2025 23:45,,https://www.facebook.com/Juan365officialpage/posts/pfbid02taWAngfZzP6vwi5fbaawyAG8oQnuP5YHxRCHi9TgSmA7y17mbmZeTBxF5HYFXqL1l,0,0,Photos,,,,,Lifetime,65214.0,27779.0,679.0,482.0,166.0,31.0,,1146.0,601.0,88.0,457.0,0.0,,,,,,2025-07-08 23:45:00,2025-07
122142076682762707,61572881214141,Juan365,"Lowkey trivia time 🎲
Red and black for the numbers, pero si zero lang ang naka-green 💚
Now you know—flex mo na ‘tong trivia na ‘to! 🎰 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,07/08/2025 19:01,,https://www.facebook.com/Juan365officialpage/posts/pfbid0F1euMiVFMm9hSH85D6EFh92ytF5z9EwgMsynkJyVXc2EUZFHqPYJfXK6kCT92kQPl,0,0,Photos,,,,,Lifetime,57745.0,24998.0,502.0,364.0,110.0,28.0,,1048.0,949.0,98.0,1.0,0.0,,,,,,2025-07-08 19:01:00,2025-07
122141960426762707,61572881214141,Juan365,"🔧 Paalala: Scheduled Maintenance (BancNet - InstaPay)

Ang InstaPay sending at receiving services ay kasalukuyang under maintenance para mas mapabuti pa ang aming serbisyo.
🗓️ From: 10:00 PM, July 8, 2025
🗓️ To: 10:00 PM, July 10, 2025 (48 hours)

⏳ During this time, baka makaranas ka ng connection timeouts o transactions na walang final status.

💡 You can still use YHPayGcash for your transactions during the maintenance period.

🙏 Thank you for your patience and understanding! 

#Juan365  #Juan365PH #AllInJuanSaSaya",,0,07/08/2025 07:31,,https://www.facebook.com/Juan365officialpage/posts/pfbid02Sf7m6kz44CeJMxsQtNsL1BPzUQ6UTtzZ2WrJWXsRpyrTdJkdzpHiXuoFvFuVBYmgl,0,0,Photos,,,,,Lifetime,60675.0,28793.0,363.0,260.0,87.0,16.0,,788.0,679.0,109.0,,0.0,,,,,,2025-07-08 07:31:00,2025-07
122141933900762707,61572881214141,Juan365,"REGADA RECAP! 💦 Tapos na ang Regada, pero 'di pa rin tapos ang saya! 🌊
Relive the good vibes kasama si Juan365 sa basaan na hindi malilimutan! 😉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada #regada2025  #WaterYouWaitingForBasaanNa #Juan365xRegada","REGADA RECAP! 💦 Tapos na ang Regada, pero 'di pa rin tapos ang saya! 🌊
Relive the good vibes kasama si Juan365 sa basaan na hindi malilimutan! 😉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada #regada2025  #WaterYouWaitingForBasaanNa #Juan365xRegada",47,07/08/2025 04:00,,https://www.facebook.com/reel/1620781565513565/,1,0,Reels,,,,,Lifetime,41096.0,21904.0,593.0,427.0,92.0,74.0,,594.0,594.0,,,0.0,217947.074,6.917,,,,2025-07-08 04:00:00,2025-07
122141662460762707,61572881214141,Juan365,"Walang kaba, walang duda—bawat click mo, secured! Sa Juan365, panatag ka 💯

I-Click ang Sign up button sa aming profile or Message us to guide you, Juankada 🧑‍🌾

#Juan365  #Juan365PH  #AllInJuanSaSaya",,0,07/06/2025 19:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02BL9V53Sb8DZ2qTXC86pAhSzAZeyqDZvK6evLVQNSFZVn6weYiCjNedjpCAuj1iJVl,0,0,Photos,,,,,Lifetime,59313.0,25905.0,679.0,436.0,188.0,55.0,,985.0,880.0,104.0,1.0,0.0,,,,,,2025-07-06 19:00:00,2025-07
122141450762762707,61572881214141,Juan365,"From cash in to cash out, seamless ang experience 💸➡️💰 — kaya enjoy lang sa paglalaro! 🎮 Dahil sa Juan365, ikaw ang tunay na MVP! 🌟🔥

I-Click ang Sign up button sa aming profile or Message us to guide you, Juankada 🧑‍🌾

#Juan365  #Juan365PH  #AllInJuanSaSaya",,0,07/05/2025 19:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid0XryY5PcPLeATanKPxD6sJjNFmA2LW8CShy1xkJFaCe7ZRR4vMbDrs3HFqt1qNourl,0,0,Photos,,,,,Lifetime,62068.0,27942.0,728.0,481.0,207.0,40.0,,1298.0,1139.0,152.0,7.0,0.0,,,,,,2025-07-05 19:00:00,2025-07
122141287616762707,61572881214141,Juan365,"No plans? No problem!
Weekend warriors, ihanda ang snacks, i-charge ang good vibes — game time na sa Juan365! 🥳💰

I-Click ang Sign up button sa aming profile or Message us to guide you, Juankada 🧑‍🌾

#Juan365  #Juan365PH  #AllInJuanSaSaya",,0,07/04/2025 19:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid036ucRPkfpxRUEDwTyZkWwiGVGNZfs8vEmCgJUFn3Hr5NDwnA8Hsga2BQs4gy53aQAl,0,0,Photos,,,,,Lifetime,56448.0,24327.0,689.0,502.0,133.0,54.0,,731.0,621.0,105.0,5.0,0.0,,,,,,2025-07-04 19:00:00,2025-07
122141092238762707,61572881214141,Juan365,"🔥 Spin the reels, feel the dragon’s grace!

May paapoy si dragon sa bawat ikot — legit ang thrill, solid ang big win potential!

Anong game kaya ‘to?! 🐉💥🎰

I-Click ang Sign up button sa aming profile or Message us to guide you, Juankada 🧑‍🌾

#Juan365  #Juan365PH  #AllInJuanSaSaya",,0,07/03/2025 19:00,,https://www.facebook.com/Juan365officialpage/posts/pfbid02CP5xg8aqA36fWbetkbNum4ATByLtYkZttg586drjcEqFhmYhiRP9qh78EU6Lq7Pyl,0,0,Photos,,,,,Lifetime,65659.0,28844.0,636.0,409.0,195.0,32.0,,1182.0,1036.0,145.0,1.0,0.0,,,,,,2025-07-03 19:00:00,2025-07
