Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Link Clicks,Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Negative feedback from users: Hide all,Estimated earnings (USD),Negative feedback from users: Hide,Matched Audience Targeting Consumption (Video Click)
1.22155E+17,6.15729E+13,Juan365,"Ready ka na ba for adventure?  Hoard of Aztec, puno ng hidden treasures para sa’yo!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan","Ready ka na ba for adventure?  Hoard of Aztec, puno ng hidden treasures para sa’yo!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan",22,9/13/2025 16:30,N/A,https://www.facebook.com/Juan365officialpage/videos/1497333164916267/,1,0,Videos,,,,,Lifetime,14246,11428,544,325,167,52,301,,301,,0.04,51994.058,4.256,,0,,
1.22155E+17,6.15729E+13,Juan365,"Puwede namang masaya at responsable.
Si Juan, hindi all-in sa laro—may control lagi.
🧠 Smart gaming is safe gaming.
Because safety is the real jackpot. EveryJUAN.

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",,0,9/13/2025 7:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0WUvZ3bkV1NZDm87akTQwhU2fiSxFX7zWLdgn8ur5wdJ6TCwB8MBxW24MuPuAaCkJl,0,0,Photos,,,,,Lifetime,68409,38197,689,377,259,53,1051,167,884,,0.95,,,4,,6,
1.22155E+17,6.15729E+13,Juan365,"Kung makakasama mo sina James, Loisa, David at Dennis sa isang photo, anong pose ang gagawin mo? I-comment mo na ang best pic mo below na kasama sila!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/13/2025 5:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0YtVeGcJTTpVaqqFaFBHj5zNL68GBpt9NjPrvTVM8CypSsHjDnvayRTcoBdfGtX2Pl,0,0,Photos,,,,,Lifetime,36378,19959,379,255,88,36,289,67,222,,0.39,,,1,,,
1.22155E+17,6.15729E+13,Juan365,"Mas mabilis, mas exciting, mas rewarding! Juankada, i-download na ang Juan365 app today!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,9/13/2025 3:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0KsdkKmaEa6DneXZbKLHJT3CLkeYtztckU1cT1YNd1y68QcLvLXLR64kPiFCqb8t3l,0,0,Photos,,,,,Lifetime,69541,39476,717,373,301,43,1029,181,847,1,0.92,,,10,,4,
1.22155E+17,6.15729E+13,Juan365,"Salamat, Alexa! 🇵🇭 

Ipinakita mo na tunay ang lakas at tapang ng isang Pilipino. Mabuhay ka! 💙👏

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",,0,9/12/2025 23:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02e9xJWFPvgNeVZ7qxaurMb6pdKrrhqtkRCpCVPmvtbeSnPMDSghapBQtQinc4tjWnl,0,0,Photos,,,,,Lifetime,31419,17896,356,271,60,25,260,62,197,1,0.22,,,1,,,
1.22155E+17,6.15729E+13,Juan365,"Konting konti na lang... konting gapang na lang...

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/12/2025 21:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0wCdkWDune4qYBLMPYwXtZDxhXjq3m1at8K9Cup2EowKvdyobE6CNVLDCJT7B3CJXl,0,0,Photos,,,,,Lifetime,38026,21805,419,272,120,27,468,82,386,,0.44,,,4,,2,
1.22155E+17,6.15729E+13,Juan365,"Unleash the thunder, claim the glory! ⚡ Wrath of Olympus is here to test your luck!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan","Unleash the thunder, claim the glory! ⚡ Wrath of Olympus is here to test your luck!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan",14,9/12/2025 16:30,mixed,https://www.facebook.com/Juan365officialpage/videos/807316174985410/,1,0,Videos,,,,,Lifetime,37767,34830,824,506,284,34,497,,496,1,0.01,102784.69,3.08,,0,,
1.22155E+17,6.15729E+13,Juan365,"Mas pina-BETTER na tayo, Juankada!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Mas pina-BETTER na tayo, Juankada!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",23,9/12/2025 7:02,N/A,https://www.facebook.com/Juan365officialpage/videos/1047229840639583/,1,0,Videos,,,,,Lifetime,29069,27595,843,512,282,49,415,,414,1,0.06,81247.623,3.101,,0,,
1.22155E+17,6.15729E+13,Juan365,"Your favorite Juan365 Game + Color ng suot mong shirt ngayon.
Drop your Juan365 Name sa comments, Juankada! Let’s see sino ang may pinaka cool na name!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/12/2025 3:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid036PoBtRdMWTfjCScJUNBHDjB12SuEMaaEULvNbXGRywrgXU6ndo8EVGpequdT71Ftl,0,0,Photos,,,,,Lifetime,53535,28679,1003,481,452,70,1029,105,924,,0.68,,,4,,1,
1.22155E+17,6.15729E+13,Juan365,"Anong paborito mong video game character, Juankada? Happy Video Games Day!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,9/11/2025 21:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid024jhBvXzwpHEkVZmhSnboJzrqgUHoZi2DZ1zoPRyRMbT1UyrDCE1ZMauwweBTmZYBl,0,0,Photos,,,,,Lifetime,39211,20738,559,381,131,47,367,47,317,3,0.38,,,2,,1,
1.22155E+17,6.15729E+13,Juan365,"Christmas countdown na, Juankada! 🎄 Tutok na bukas, Saturday, Sept 13, 5:00 PM sa Juan365 Live Stream !

Mechanics:
1️⃣ Follow Juan365 
2️⃣ Share this post
3️⃣ Comment your User ID + screenshot na naka-download ka na ng Juan365 App & naka-follow ka sa Juan365 Official page
4️⃣ Tag 5 friends

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada","Christmas countdown na, Juankada! 🎄 Tutok na bukas, Saturday, Sept 13, 5:00 PM sa @[61569634500241:2048:Juan365 Live Stream] !

Mechanics:
1️⃣ Follow @[61572881214141:2048:Juan365] 
2️⃣ Share this post
3️⃣ Comment your User ID + screenshot na naka-download ka na ng Juan365 App & naka-follow ka sa Juan365 Official page
4️⃣ Tag 5 friends

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",10,9/11/2025 16:30,N/A,https://www.facebook.com/Juan365officialpage/videos/1316704460032824/,1,0,Videos,,,,,Lifetime,58863,54472,1446,793,457,196,618,,616,2,0.01,147340.035,2.887,,0,,
1.22155E+17,6.15729E+13,Juan365,"Describe your game today + comment your user ID,  Juankada!  😉

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/11/2025 7:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0DfgGbmy4faAJc5Bjyk3uxe5LMUiai3QCSyBCYLANLLqhVsasoNEte3V5EyftrG51l,0,0,Photos,,,,,Lifetime,51819,28206,1084,488,519,77,1054,98,955,1,0.56,,,3,,5,
1.22155E+17,6.15729E+13,Juan365,"Lucky charm na, wallpaper pa!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/11/2025 3:01,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid09HDcfZSBZe5XocwMD7o3JvWUHByFgbPN5kYJf1MhjeoYdK2Kr1UVFWT99Wyrmfxxl,0,0,Photos,,,,,Lifetime,61320,31253,659,391,223,45,879,146,725,8,0.73,,,3,,2,
1.22155E+17,6.15729E+13,Juan365,"Huwag magpapadala sa kahina-hinalang links. Protect your winnings, protect yourself! Legit updates? Sa Juan365 CSR at official FB page lang yan!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #juanalert","Huwag magpapadala sa kahina-hinalang links. Protect your winnings, protect yourself! Legit updates? Sa Juan365 CSR at official FB page lang yan!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #juanalert",10,9/11/2025 0:00,N/A,https://www.facebook.com/Juan365officialpage/videos/1489668515402559/,1,0,Videos,,,,,Lifetime,31980,31609,759,441,270,48,465,,465,,0,86922.841,3.198,,0,,
1.22155E+17,6.15729E+13,Juan365,"Let’s goooo! Alex Eala pasok na sa São Paulo Open quarterfinals! 🫶🎾

All-out support para kay Alex, para sa Pinas!

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #JuanSports",,0,9/10/2025 21:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02dmZo2hg8MxAaJ4PGxLDAs5YDrRUtWFGgYrGgahHiWqawEG5ndQYEa6eikiYA2hmbl,0,0,Photos,,,,,Lifetime,46643,26308,483,288,151,44,400,68,331,1,0.42,,,2,,1,
1.22155E+17,6.15729E+13,Juan365,"Choose your fate!  Kung ano ang ma-pause mo, yun ang lalaruin mo! 🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Choose your fate!  Kung ano ang ma-pause mo, yun ang lalaruin mo! 🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",11,9/10/2025 16:30,N/A,https://www.facebook.com/Juan365officialpage/videos/2214209809064747/,1,0,Videos,,,,,Lifetime,42341,38807,1377,751,562,64,1767,,1761,6,0,126360.016,3.572,,0,,
1.22155E+17,6.15729E+13,Juan365,"Sleep is life pero credits is love! 😍 Anong deserve mo, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/10/2025 7:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02DsFf9Gi7UoBW66WLiWVGT2ECpDhJmgTHvzyWdXHZxVzBGChGseEnHPRBsAy4Yvb1l,0,0,Photos,,,,,Lifetime,92024,49198,2006,1227,691,88,2512,282,2227,3,1.17,,,5,,4,
1.22155E+17,6.15729E+13,Juan365,"Congratulations sa 30 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/10/2025 3:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0UsYoK5p5Qj5Moy759yZNq3aQhdEHtqim9zZfggfMYaWgAQAYKfgNSjJ2xGYaqmmhl,0,0,Photos,,,,,Lifetime,138053,66591,1689,1034,576,79,5915,1982,3929,4,1.96,,,11,,3,
1.22155E+17,6.15729E+13,Juan365,"Round of 16, HERE WE GO! 🏆💪 

Isang laban para sa bayan, isang Pinay laban sa mundo—support all the way! 🇵🇭🙌

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",,0,9/10/2025 0:01,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0FEkyroR6veRLk77FxifCy7nbdEVKhQWkKgp36zVtDgEJnsjSqtkqsEEy8omMgLGJl,0,0,Photos,,,,,Lifetime,51991,27757,609,375,202,32,599,107,492,,0.6,,,2,,1,
1.22155E+17,6.15729E+13,Juan365,"Laro lang, walang kaba!  Sa Juan365, guaranteed safe & secure ka!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/9/2025 21:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0ZQrYgx7oYjQPLwWV8YnCUR6nfBiZYpdKdihPFh8N5joVV27hN15d5dSXcC8jgQLtl,0,0,Photos,,,,,Lifetime,75393,39601,788,430,329,29,1718,196,1521,1,0.94,,,6,,5,
1.22155E+17,6.15729E+13,Juan365,"Anong favorite color mo, Juankada? Comment mo na yan, malay mo! 😉

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/9/2025 16:30,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02fsmixFaqNPt2g27HcDBV9ZU3xL69CCrWJnzZPSvejCQnXzXwb27bk22eMbkXUFPYl,0,0,Photos,,,,,Lifetime,78197,40555,2713,986,1563,164,2984,317,2667,,0.93,,,3,,7,
1.22155E+17,6.15729E+13,Juan365,"Control is the real flex. 💪🎮
Hindi kailangan ng lucky streak kung may tamang limit.
Si Juan, panalo dahil alam ang hangganan.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,9/9/2025 7:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0v4zuSRKEh3VuV31sii7e1HZP8TRcSmau8tvMgxFnWEjZpzFDD4vjbmeq7eThzYial,0,0,Photos,,,,,Lifetime,55740,31332,817,449,314,54,878,121,723,34,0.61,,,4,,3,
1.22155E+17,6.15729E+13,Juan365,"Step into the game and face the ultimate trickster!
Joker Ace is here — kaya mo ba siyang talunin?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Step into the game and face the ultimate trickster!
Joker Ace is here — kaya mo ba siyang talunin?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",22,9/9/2025 3:00,uploaded,https://www.facebook.com/Juan365officialpage/videos/2246693152434502/,1,0,Videos,,,,,Lifetime,12218,12692,510,341,130,39,275,,275,,0.04,46662.71,4.504,,0,,
1.22155E+17,6.15729E+13,Juan365,"Triple nine, triple swerte! 🍀 Today’s your moment to shine!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/8/2025 23:21,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02atapipgitKLQ8eunU3EVLsiQfB6uXh3i55L32fnTLhsayHYC9CcxEmUuTRJdxcLSl,0,0,Photos,,,,,Lifetime,128917,64435,1771,1041,655,75,5160,526,4634,,1.94,,,13,,2,
1.22155E+17,6.15729E+13,Juan365,"Isa ka na ba sa nabigyan, Juankada? Comment 'G' at baka ikaw na ang susunod na mabigyan 😉

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",,0,9/8/2025 21:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0cYudpoG79B1HKBJVHpv7MQSvtjamZTbW2dQYTmJJfc2wx7aRXnX2QTgmy3sAguqrl,0,0,Photos,,,,,Lifetime,85666,47858,1958,787,1082,89,2508,203,2305,,1.07,,,6,,3,
1.22154E+17,6.15729E+13,Juan365,"Boring? Not today! Juankada, let’s make it JUANtastic!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GForEveryJuan","Boring? Not today! Juankada, let’s make it JUANtastic!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GForEveryJuan",12,9/8/2025 16:30,N/A,https://www.facebook.com/Juan365officialpage/videos/1564696444939879/,1,0,Videos,,,,,Lifetime,56434,38305,854,527,269,58,818,,551,267,0.01,148807.771,3.107,,0,,
1.22154E+17,6.15729E+13,Juan365,"3 wishes, 3x the thrill!
Comment 🧞‍♂️ kung handa ka na sa magic spins!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","3 wishes, 3x the thrill!
Comment 🧞‍♂️ kung handa ka na sa magic spins!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",22,9/8/2025 7:00,uploaded,https://www.facebook.com/Juan365officialpage/videos/1777551979633665/,1,0,Videos,,,,,Lifetime,38854,39078,971,598,322,51,729,,728,1,0.12,124813.603,3.522,,0,,
1.22154E+17,6.15729E+13,Juan365,"Congratulations sa 20 lucky Juankada! Enjoy your 300 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/8/2025 4:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02xKPs3BZyjRDyR6PK4TJa1rq1jJnY73WhCh7G9viRUdL46aunabN4KhpWwrzLeaaPl,0,0,Photos,,,,,Lifetime,121205,61635,1569,1078,435,56,4307,989,3312,6,1.85,,,10,,6,
1.22154E+17,6.15729E+13,Juan365,"Flex mo na 'yan!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/8/2025 0:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02FGHaKBSgeeQGRBmpMVKrC57LZVCqFaaVrmKepnJKuLSygYDzy5vXafRt6tdAd7iml,0,0,Photos,,,,,Lifetime,57223,28559,1753,612,728,413,1058,120,924,14,0.6,,,1,,1,
1.22154E+17,6.15729E+13,Juan365,"Start strong, Juankada! Gawin nating extra rewarding ang Monday mo with cashback!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Start strong, Juankada! Gawin nating extra rewarding ang Monday mo with cashback!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",11,9/7/2025 16:30,N/A,https://www.facebook.com/Juan365officialpage/videos/1685546168823515/,1,0,Videos,,,,,Lifetime,16382,16734,811,445,308,58,594,,592,2,0,54512.326,4.099,,0,,
1.22154E+17,6.15729E+13,Juan365,"Iba ang panalong kalmado. 🧊
Hindi kailangang kabahan o mapilit.
Enjoy lang, dahil ‘di sa gigil nasusukat ang saya. 🎯

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,9/7/2025 7:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid037fd6fRq15yjK74weRD8vwnM3uF8DdYgVpDodtxrBsmbyL5WC9ADmuz8sddcuabUal,0,0,Photos,,,,,Lifetime,101398,51443,971,444,469,58,2371,245,2124,2,1.57,,,16,,6,
1.22154E+17,6.15729E+13,Juan365,"Try Jogo do Bicho!
Sama ang swerte at saya sa kakaibang laro na siguradong patok sa Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan","Try Jogo do Bicho!
Sama ang swerte at saya sa kakaibang laro na siguradong patok sa Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",33,9/7/2025 4:01,N/A,https://www.facebook.com/Juan365officialpage/videos/2258853151220595/,1,0,Videos,,,,,Lifetime,9823,11911,446,314,105,27,198,,197,1,0.03,36421.998,4.228,,0,,
1.22154E+17,6.15729E+13,Juan365,"APP or Website, Saan ka naglalaro, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/7/2025 0:00,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid025TJVLWuygeFMuBgxMn6UfWneDdirsxLgTJSNQTJY9dJ3eBKahYjLtRi3msKeh4G5l,0,0,Photos,,,,,Lifetime,71623,37739,826,475,304,47,1254,178,1068,8,1,,,8,,5,
1.22154E+17,6.15729E+13,Juan365,"JUANderful Victory! 🏆

Congratulations to our very own Alexandra Eala for bringing home the Guadalajara 125 Open Championship! 

You’ve shown the world that Filipinos are truly Number JUAN when it comes to passion, perseverance, and excellence. 
Mabuhay ka, Alex! The whole Juankada is proud of you! 
#Juan365 #Juan365PH #AllInJuanSaSaya #JuanSports #JuanKada",,0,9/6/2025 21:38,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0221tGLSmWUzCgzm4F5E7Gavz5NRkUiC3tydhQjhXkPq371mpcPjmo9Anb6yQqybiZl,0,0,Photos,,,,,Lifetime,53724,31459,683,396,267,20,546,45,460,41,0.63,,,5,,3,
1.22154E+17,6.15729E+13,Juan365,"Ay sino ho kayo?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/6/2025 20:30,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02gW92ryYtMeD3pSEXfEA4nyUhbiCLUsKxaVRGSyBneshKEkvC5D66UWoMX4tAdXXDl,0,0,Photos,,,,,Lifetime,54075,31554,549,315,202,32,785,123,660,2,0.71,,,2,,3,
1.22154E+17,6.15729E+13,Juan365,"Alin ang kaya mong i let go Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GForEveryJuan","Alin ang kaya mong i let go Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GForEveryJuan",12,9/6/2025 16:30,uploaded,https://www.facebook.com/Juan365officialpage/videos/1488888842459274/,1,0,Videos,,,,,Lifetime,20113,19622,756,450,267,39,595,,594,1,0.01,70011.865,4.236,,0,,
1.22154E+17,6.15729E+13,Juan365,"PAALALA, Juankada! 📌
Safe ka lang sa official Juan365 channels.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanAlert","PAALALA, Juankada! 📌
Safe ka lang sa official Juan365 channels.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanAlert",10,9/6/2025 7:01,N/A,https://www.facebook.com/Juan365officialpage/videos/1352200236614158/,1,0,Videos,,,,,Lifetime,12540,12229,564,381,135,48,288,,287,1,0,41500.256,4.137,,0,,
1.22154E+17,6.15729E+13,Juan365,"Congratulations sa 10 lucky Juankada! Enjoy your 300 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Congratulations sa 10 lucky Juankada! Enjoy your 300 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",10,9/6/2025 4:00,N/A,https://www.facebook.com/Juan365officialpage/videos/805716842019095/,1,0,Videos,,,,,Lifetime,42778,38441,1365,844,464,57,1549,,1548,1,0.01,133903.935,3.83,,0,,
1.22154E+17,6.15729E+13,Juan365,"The rising tennis star from the Philippines has secured her spot in the Guadalajara Open Final!

Tuloy ang laban, Alex! 🇵🇭🙌

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanSports",,0,9/6/2025 0:01,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0Rcwi5YfVo1jw4FDtU6pjXNSeqV3DcEYiK4KpoJzARgQBoBqePpFhvwDiNuH9k2uVl,0,0,Photos,,,,,Lifetime,42642,25126,394,267,80,47,299,76,223,,0.47,,,5,,1,
1.22154E+17,6.15729E+13,Juan365,"Ano ba ang tamang pag bigkas? 🤔 Comment mo nga, Juankada!
20 lucky Juankada ang may chance magkaroon ng total of 6,000 worth of free Juan365 credits! 🎉

Mechanics:
1️⃣ Follow Juan365 Official Page and Juan365 Cares 
2️⃣ Share this post
3️⃣ Comment your answer + User ID + screenshot na naka-follow ka sa Juan365 Official & Juan365 Cares at shinare mo itong post.
4️⃣ Tag 5 friends

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada","Ano ba ang tamang pag bigkas? 🤔 Comment mo nga, Juankada!
20 lucky Juankada ang may chance magkaroon ng total of 6,000 worth of free Juan365 credits! 🎉

Mechanics:
1️⃣ Follow @[61572881214141:2048:Juan365] Official Page and @[61579361702713:2048:Juan365 Cares] 
2️⃣ Share this post
3️⃣ Comment your answer + User ID + screenshot na naka-follow ka sa Juan365 Official & Juan365 Cares at shinare mo itong post.
4️⃣ Tag 5 friends

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",39,9/5/2025 20:30,uploaded,https://www.facebook.com/Juan365officialpage/videos/1325400502534237/,1,0,Videos,,,,,Lifetime,34250,28658,1388,520,559,309,917,,916,1,0.06,178412.071,5.885,,0,,
1.22154E+17,6.15729E+13,Juan365,"Pasko na ba? 🎁 Anong nasa wishlist mo ngayong Ber months, Juankada? 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,9/5/2025 16:30,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid0e4bzDYK8cv3aewphwrpCCexi3vEMW19Ctu4XmN3nftBrD9i1UqPx3ERaj8EBUak7l,0,0,Photos,,,,,Lifetime,78364,41772,1375,629,692,54,1757,202,1553,2,1.12,,,9,,4,
1.22154E+17,6.15729E+13,Juan365,"Mas masaya ‘pag kontrolado.
Hindi kailangan isugal ang lahat—enjoy lang, chill lang. 🎰🧠
Play smart, play responsibly.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,9/5/2025 7:01,N/A,https://www.facebook.com/Juan365officialpage/posts/pfbid02BPXqwKqbuWiXeKBZDWuWa99YjFPwAhUSbx3ef5HnCyHctCy9H3LyEzfq7z9ybq8kl,0,0,Photos,,,,,Lifetime,74619,41681,812,450,301,61,1599,237,1355,7,0.97,,,14,,5,
