post_id,created_time,date,message,permalink,likes,comments,shares,reactions,total_engagement
580104038511364_122165912942762707,2025-11-12T00:01:11+0000,2025-11-12,"I-type mo ‘SWERTE’ kung gusto mong manalo today

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/reel/1998897977573270/,0,0,67,0,67
580104038511364_122165838812762707,2025-11-11T12:01:29+0000,2025-11-11,"Lucky number check! Comment mo kung saan ka suwerte palagi

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122165838812762707,0,0,68,0,68
580104038511364_122165828024762707,2025-11-11T10:01:18+0000,2025-11-11,"Congratulations sa 10 lucky Juankada! Enjoy your 200 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122165828024762707,0,0,54,0,54
580104038511364_122165812736762707,2025-11-11T08:00:13+0000,2025-11-11,"Hindi makapag-decide kung anong laruin? Hayaan mo na si Roulette of Games pumili para sa’yo!

Kung anong lumabas, ‘yon ang itry mo today! 💪

Huwag pahuli—join the fun with Juan! Message us to guide yo",https://www.facebook.com/reel/848716097644672/,0,0,50,0,50
580104038511364_122165809508762707,2025-11-11T07:22:34+0000,2025-11-11,,https://www.facebook.com/122169588380762707/posts/122165809508762707,0,0,20,0,20
580104038511364_122165809424762707,2025-11-11T07:22:17+0000,2025-11-11,,https://www.facebook.com/122169588380762707/posts/122165809424762707,0,0,3,0,3
580104038511364_122165791400762707,2025-11-11T05:10:33+0000,2025-11-11,"Heads up JUANKADA!

JILI Games is temporarily unavailable due to ongoing system updates.
We kindly ask everyone to wait patiently as we work to restore it as soon as possible.

Habang naka-maintenance",https://www.facebook.com/122169588380762707/posts/122165791400762707,0,0,28,0,28
580104038511364_122165785160762707,2025-11-11T04:00:10+0000,2025-11-11,"Confession time — ano ang pinaka-nakakahiyang ginawa mo habang naglalaro? 😅

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122165785160762707,0,0,26,0,26
580104038511364_122165760110762707,2025-11-11T00:00:11+0000,2025-11-11,"Naka 8hrs of sleep ka, pero installment 😂
Relate? Ikaw anong signs of aging mo, Juankada??

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanS",https://www.facebook.com/122169588380762707/posts/122165760110762707,0,0,59,0,59
580104038511364_122165675636762707,2025-11-10T11:00:00+0000,2025-11-10,"Stay strong, Juankada. Lilipas din ang bagyo, pero ang tapang mo, ‘di kailanman mawawala

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122165675636762707,0,0,99,0,99
580104038511364_122165634824762707,2025-11-10T07:56:57+0000,2025-11-10,"Huwag natin silang kalimutan. Mag-ingat at manatiling ligtas, Juankada!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",https://www.facebook.com/122169588380762707/posts/122165634824762707,0,0,41,0,41
580104038511364_122165613278762707,2025-11-10T04:00:03+0000,2025-11-10,"Sa gitna ng ulan at unos, kayo ang aming sandigan. Hindi matatawaran ang inyong tapang at malasakit. Maraming salamat, rescuers, Dasal namin ang inyong kaligtasan. 🙏

#Juan365 #Juan365PH #AllInJuanSaS",https://www.facebook.com/122169588380762707/posts/122165613278762707,0,0,41,0,41
580104038511364_122165594558762707,2025-11-10T01:18:38+0000,2025-11-10,"Know the numbers, save the numbers.
Your safety starts with being prepared. 📲
𝗡𝗔𝗧𝗜𝗢𝗡𝗔𝗟 𝗘𝗠𝗘𝗥𝗚𝗘𝗡𝗖𝗬 𝗛𝗢𝗧𝗟𝗜𝗡𝗘 - 911
𝗣𝗛𝗜𝗟𝗜𝗣𝗣𝗜𝗡𝗘 𝗥𝗘𝗗 𝗖𝗥𝗢𝗦𝗦
Hotline: 143, (02) 527-0000, (02) 527-8385 to 95
Disaster Management",https://www.facebook.com/122169588380762707/posts/122165594558762707,0,0,37,0,37
580104038511364_122165587580762707,2025-11-10T00:00:41+0000,2025-11-10,"Sa Juan365, every week may chance kang makabawi! Claim your weekly cashback now!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #Jua",https://www.facebook.com/122169588380762707/posts/122165587580762707,0,0,103,0,103
580104038511364_122165530802762707,2025-11-09T16:15:46+0000,2025-11-09,"Isang paalala para sainyo JuanKada mula sa Juan365!
Stay Safe, Alert, and Ready! ❤️‍🩹⛑️

I-share ang post na ito para sa dagdag kaalaman ng nakararami 
Para sa emergency hot lines:
https://www.faceboo",https://www.facebook.com/122169588380762707/posts/122165530802762707,0,0,51,0,51
580104038511364_122165490440762707,2025-11-09T10:38:06+0000,2025-11-09,"Congratulations, Juankada Ariel Adona! 🎊

Panalo ng iPhone 17 Pro sa Surpresa ni Juan!

Gadget goals achieved! Deserve na deserve mo 'yan! 💥

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaNi",https://www.facebook.com/reel/819214047707041/,0,0,147,0,147
580104038511364_122165471414762707,2025-11-09T08:00:20+0000,2025-11-09,"Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/reel/1160252145687141/,0,0,55,0,55
580104038511364_122165460266762707,2025-11-09T06:10:08+0000,2025-11-09,"Don't forget to follow JuanSports ang bagong tambayan ng lahat ng solid na fans pagdating sa fresh at mabilis na Sports Updates

Like, Follow, and Share para lagi kang game-Ready.

#Juan365PH #Juan365",https://www.facebook.com/122169588380762707/posts/122165460266762707,0,0,14,0,14
580104038511364_122165448200762707,2025-11-09T04:00:14+0000,2025-11-09,"Can you guess the game, Juankada? 👀 Here’s a hint: it’s bursting with rewards

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKa",https://www.facebook.com/122169588380762707/posts/122165448200762707,0,0,109,0,109
580104038511364_122165446844762707,2025-11-09T03:46:39+0000,2025-11-09,,https://www.facebook.com/122169588380762707/posts/122165446844762707,0,0,19,0,19
580104038511364_122165424770762707,2025-11-09T00:00:10+0000,2025-11-09,"Ikaw na ba ’to, Juankada? 👀
Baka ikaw na ang hinihintay ni Juan na susunod na winner!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya",https://www.facebook.com/122169588380762707/posts/122165424770762707,0,0,49,0,49
580104038511364_122165369072762707,2025-11-08T14:10:45+0000,2025-11-08,"Congratulations, Juankada Irine Cinco! 🎉

For winning the Galaxy Fit 3 sa ating Surpresa ni Juan! ✨

Talagang deserve mo 'to! Mapapasana all talaga ang lahat sa saya! 🧡

#Juan365 #Juan365PH #AllInJuan",https://www.facebook.com/reel/855866070531058/,0,0,111,0,111
580104038511364_122165336402762707,2025-11-08T09:03:35+0000,2025-11-08,"Juankada, legit na legit ‘to! Mapapanood n’yo na kung paano sinurpresa ni Juan ang mga lucky winners mamaya! Don’t miss it! Dito lang 'yan sa Juan365 Official Page at Juan365 Live Stream Page! 🎁

#Jua",https://www.facebook.com/reel/669970229304912/,0,0,82,0,82
580104038511364_122165328080762707,2025-11-08T07:43:31+0000,2025-11-08,,https://www.facebook.com/122169588380762707/posts/122165328080762707,0,0,21,0,21
580104038511364_122165307032762707,2025-11-08T04:00:24+0000,2025-11-08,"Weekend’s here, Juankada!
Let’s kick things off with fun, games, and panalong moments — only at Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365",https://www.facebook.com/reel/900119679218976/,0,0,56,0,56
580104038511364_122165288630762707,2025-11-08T00:00:08+0000,2025-11-08,"Sana ligtas at nasa maayos kayong lahat, Juankada! 🙏

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122165288630762707,0,0,62,0,62
580104038511364_122165222312762707,2025-11-07T12:00:15+0000,2025-11-07,"Juankada, stay alert and stay safe! 🙏

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122165222312762707,0,0,93,0,93
580104038511364_122165210042762707,2025-11-07T09:31:56+0000,2025-11-07,,https://www.facebook.com/122169588380762707/posts/122165210042762707,0,0,42,0,42
580104038511364_122165199728762707,2025-11-07T08:01:07+0000,2025-11-07,"13th Month Pay is coming! Sino ang excited, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/reel/1501182504424042/,0,0,106,0,106
580104038511364_122165199458762707,2025-11-07T07:59:32+0000,2025-11-07,,https://www.facebook.com/122169588380762707/posts/122165199458762707,0,0,40,0,40
580104038511364_122165160656762707,2025-11-07T04:00:40+0000,2025-11-07,"Juankada, 7 Fridays na lang at Pasko na, pero maaga nang namimigay si Juan!!

How To Join:
1️⃣ Like & Follow JuanBingo  ( https://www.facebook.com/Juan365Bingo )
2️⃣ Share this post and mention Juan36",https://www.facebook.com/reel/841641595292037/,0,0,184,0,184
580104038511364_122165141156762707,2025-11-07T00:00:40+0000,2025-11-07,"It’s FriYAY, Juankada! Let’s wrap up the week with fun, the Juan365 way!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122165141156762707,0,0,123,0,123
580104038511364_122165072576762707,2025-11-06T12:00:11+0000,2025-11-06,"Fast, easy, secure! 🔒 Complete your KYC in 3 quick steps — register, upload, selfie ganyan lang kadali kay Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan3",https://www.facebook.com/122169588380762707/posts/122165072576762707,0,0,112,0,112
580104038511364_122165056562762707,2025-11-06T09:11:47+0000,2025-11-06,,https://www.facebook.com/122169588380762707/posts/122165056562762707,0,0,22,0,22
580104038511364_122165055794762707,2025-11-06T09:03:22+0000,2025-11-06,,https://www.facebook.com/122169588380762707/posts/122165055794762707,0,0,30,0,30
580104038511364_122165050028762707,2025-11-06T08:00:41+0000,2025-11-06,"Be part of the fun, Juankada! Follow Juan365  para lagi kang updated!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122165050028762707,0,0,39,0,39
580104038511364_122165032784762707,2025-11-06T04:30:31+0000,2025-11-06,"Another Thrilling Thursday sa Juan365! 🔥 Ready ka na ba, Juankada?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/reel/803433429264204/,0,0,58,0,58
580104038511364_122164982594762707,2025-11-06T00:00:13+0000,2025-11-06,"Gusto mo ng something unique? 😎

Subukan ang Exclusive Games na pang–Juan365 lang —
iba ang saya, iba ang experience! 💥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#J",https://www.facebook.com/122169588380762707/posts/122164982594762707,0,0,116,0,116
580104038511364_122164910780762707,2025-11-05T11:00:34+0000,2025-11-05,"Convenience at your fingertips 🫵🏻

Mag-top up sa Juan365 gamit ang GCash, Maya, o QRPh — safe, secure, at mabilis! 💛
Play anytime, anywhere with Juan365!

Huwag pahuli—join the fun with Juan! Message ",https://www.facebook.com/reel/853130987154381/,0,0,73,0,73
580104038511364_122164892804762707,2025-11-05T08:24:57+0000,2025-11-05,,https://www.facebook.com/122169588380762707/posts/122164892804762707,0,0,51,0,51
580104038511364_122164883594762707,2025-11-05T07:00:10+0000,2025-11-05,"Trivia time, Juankada! Sagutin mo lang to! 10 lucky Juankada ang may chance magkaroon ng total of 1,000 worth of free Juan365 credits! 🎉

Sino ang NBA player na nanalo ng multiple championships at MVP",https://www.facebook.com/122169588380762707/posts/122164883594762707,0,0,215,0,215
580104038511364_122164864964762707,2025-11-05T04:00:09+0000,2025-11-05,"Rub the lamp and let the magic begin! ✨ Play Genie’s 3 Fortune, our Game of the Day!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya ",https://www.facebook.com/reel/1693829948670267/,0,0,149,0,149
580104038511364_122164839290762707,2025-11-05T00:00:11+0000,2025-11-05,"Sige nga Juankada, anong kanta yan?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164839290762707,0,0,68,0,68
580104038511364_122164769558762707,2025-11-04T14:00:09+0000,2025-11-04,"Alin ang game mo today? 😎

Pick your favorite! Subukan mo na at enjoy sa Juan365! 🎰

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164769558762707,0,0,91,0,91
580104038511364_122164716686762707,2025-11-04T08:00:01+0000,2025-11-04,"Real talk, Juankada! 
Pag talo ka sa game, ano agad lumalabas sa bibig mo?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164716686762707,0,0,124,0,124
580104038511364_122164713788762707,2025-11-04T07:39:30+0000,2025-11-04,,https://www.facebook.com/122169588380762707/posts/122164713788762707,0,0,50,0,50
580104038511364_122164696640762707,2025-11-04T06:00:03+0000,2025-11-04,"Happy Use Your Common Sense Day! Think twice, act wise.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164696640762707,0,0,111,0,111
580104038511364_122164684400762707,2025-11-04T04:00:04+0000,2025-11-04,"Just spin, invite, and withdraw your reward, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164684400762707,0,0,221,0,221
580104038511364_122164658426762707,2025-11-04T00:00:04+0000,2025-11-04,"Let’s finish strong and make the last months worth it!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164658426762707,0,0,129,0,129
580104038511364_122164591016762707,2025-11-03T14:00:05+0000,2025-11-03,"Tag mo ‘yung Juankada mong laging online

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164591016762707,0,0,49,0,49
580104038511364_122164564640762707,2025-11-03T10:54:21+0000,2025-11-03,,https://www.facebook.com/122169588380762707/posts/122164564640762707,0,0,100,0,100
580104038511364_122164558064762707,2025-11-03T10:10:02+0000,2025-11-03,"Heads up, Juankada!

GCash deposit and withdrawal will be temporarily unavailable from Nov 3, 11:30 PM to Nov 4, 1:00 AM.
Pero don’t worry — tuloy ang saya! 🎰
You can still play using QRPh, Maya, or G",https://www.facebook.com/122169588380762707/posts/122164558064762707,0,0,26,0,26
580104038511364_122164546418762707,2025-11-03T08:00:35+0000,2025-11-03,"Imagine playing your favorite games… tapos may cashback pa?! 🤯
Yes! Sa Juan365, may weekly cashback ka! Kaya claim mo na!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

",https://www.facebook.com/122169588380762707/posts/122164546418762707,0,0,91,0,91
580104038511364_122164533740762707,2025-11-03T05:14:37+0000,2025-11-03,,https://www.facebook.com/122169588380762707/posts/122164533740762707,0,0,16,0,16
580104038511364_122164524686762707,2025-11-03T04:00:27+0000,2025-11-03,"Start strong, Juankada! May pa-reward si Juan sayo!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164524686762707,0,0,84,0,84
580104038511364_122164500146762707,2025-11-03T00:00:28+0000,2025-11-03,"Hala babalik pala! Akala ko tuloy-tuloy na ‘to hanggang Christmas break! 😂🤣

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164500146762707,0,0,65,0,65
580104038511364_122164423874762707,2025-11-02T14:00:17+0000,2025-11-02,"G ka ba sa late night play or morning play ?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164423874762707,0,0,79,0,79
580104038511364_122164375790762707,2025-11-02T08:00:29+0000,2025-11-02,"Grabe ‘yung reaction ni Juan! Juankada, any guesses kung bakit?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/reel/2229106664182702/,0,0,107,0,107
580104038511364_122164350884762707,2025-11-02T04:00:01+0000,2025-11-02,"Shiny spins, sparkling wins!
Let the gems guide you to fortune and fun. ✨💰

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164350884762707,0,0,121,0,121
580104038511364_122164323854762707,2025-11-02T00:00:08+0000,2025-11-02,"Weekend energy: ON!
I-share ang lucky GIF mo — baka ‘yan na ang magdala ng jackpot vibes today!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllIn",https://www.facebook.com/122169588380762707/posts/122164323854762707,0,0,109,0,109
580104038511364_122164259954762707,2025-11-01T14:00:00+0000,2025-11-01,"Nakita mo ba si Juan the Ghost? Comment kung nakita mo!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164259954762707,0,0,71,0,71
580104038511364_122164214558762707,2025-11-01T08:00:18+0000,2025-11-01,"Let’s make November an ‘N’-credible month of Never-ending saya with Juan365!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKad",https://www.facebook.com/122169588380762707/posts/122164214558762707,0,0,114,0,114
580104038511364_122164187384762707,2025-11-01T04:00:12+0000,2025-11-01,"Juankada, Undas na naman!
Habang ginugunita natin ang ating mga mahal sa buhay, ‘wag kalimutang maging ligtas.
Tandaan ang ating safety tips ✨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164187384762707,0,0,54,0,54
580104038511364_122164166702762707,2025-11-01T00:00:29+0000,2025-11-01,"Isang mapayapa at makabuluhang Undas sa lahat. Sama-sama tayo sa pag-alala at pagdarasal para sa ating mga mahal sa buhay na pumanaw 💙

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164166702762707,0,0,54,0,54
580104038511364_122164097150762707,2025-10-31T12:00:51+0000,2025-10-31,"What a BOO-tiful night! 🌙🕸️
Sinasabi ko na sa’yo, Juankada… ibang level ang saya dito ngayong HalloWIN! 🕷️

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan3",https://www.facebook.com/reel/1136180455342480/,0,0,68,0,68
580104038511364_122164081046762707,2025-10-31T10:00:12+0000,2025-10-31,"First deposit of the day?
Get up to 250% deposit bonus everyday — available for 15 days lang ‘to! 

Kaya don’t miss out, Juankada — claim your bonus now!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKad",https://www.facebook.com/122169588380762707/posts/122164081046762707,0,0,118,0,118
580104038511364_1587477439329349,2025-10-31T08:16:23+0000,2025-10-31,,https://www.facebook.com/122169588380762707/posts/1587477439329349?substory_index=1587477439329349,0,0,41,0,41
580104038511364_122164064276762707,2025-10-31T08:00:19+0000,2025-10-31,"Usapang katatakutan muna, Juankada! May scary story ka ba? Ikwento mo sa baba

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKa",https://www.facebook.com/122169588380762707/posts/122164064276762707,0,0,36,0,36
580104038511364_122164053188762707,2025-10-31T06:05:47+0000,2025-10-31,,https://www.facebook.com/122169588380762707/posts/122164053188762707?substory_index=2307312216352967,0,0,46,0,46
580104038511364_122164039976762707,2025-10-31T04:30:06+0000,2025-10-31,"Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122164039976762707,0,0,67,0,67
580104038511364_122164010648762707,2025-10-31T00:00:21+0000,2025-10-31,"Juankada, 8 Fridays na lang at Pasko na, pero di mo na kailangang maghintay, may maagang surpresa si Juan!

How To Join:
1️⃣ Like & Follow @juan365cares 
2️⃣ Share this post on your timeline
( https:/",https://www.facebook.com/122169588380762707/posts/122164010648762707,0,0,106,0,106
580104038511364_122163953930762707,2025-10-30T14:01:12+0000,2025-10-30,"Na-ghost ka na ba??  Don’t worry, si Juan hindi ka iiwan! 👻

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122163953930762707,0,0,28,0,28
580104038511364_122163950366762707,2025-10-30T13:46:09+0000,2025-10-30,"Congratulations sa mga nanalo sa Surpresa ni Juan! 🎉🧡

Masaya kami na nag-enjoy kayo, dahil deserve niyo ‘yan, Juankada! 🙌

Pero teka… hanggang dito lang ba talaga ‘to? 👀

See you this November, maybe",https://www.facebook.com/122169588380762707/posts/122163950366762707,0,0,91,0,91
580104038511364_122163933974762707,2025-10-30T12:06:47+0000,2025-10-30,Tutok na Juankada! Baka ikaw na ang mapili!🥳,https://www.facebook.com/122169588380762707/posts/122163933974762707,0,0,22,0,22
580104038511364_122163921590762707,2025-10-30T10:24:05+0000,2025-10-30,,https://www.facebook.com/122169588380762707/posts/122163921590762707,0,0,326,0,326
580104038511364_122163908834762707,2025-10-30T08:01:09+0000,2025-10-30,"Every number counts, every game excites — sa JuanBingo, panalo ang bonding! 🎱✨
Follow JuanBingo  today — let’s shout BINGO together!

https://www.facebook.com/Juan365Bingo

Huwag pahuli—join the fun w",https://www.facebook.com/122169588380762707/posts/122163908834762707,0,0,44,0,44
580104038511364_122163853034762707,2025-10-30T00:00:09+0000,2025-10-30,"Trabaho all month, reward today. Deserve mo ‘to, Juankada — enjoy!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122163853034762707,0,0,93,0,93
580104038511364_122163801890762707,2025-10-29T14:00:24+0000,2025-10-29,"Huwag mong hayaang matapos ang October nang hindi ka pa naka sign-up sa Juan365 — sayang ang bonus, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Ju",https://www.facebook.com/122169588380762707/posts/122163801890762707,0,0,83,0,83
580104038511364_122163774050762707,2025-10-29T09:46:30+0000,2025-10-29,"Handa na ba kayo, Juankada?! 💥

Ready na ang mga pa-premyo para sa inyo! 🎁

Abangan ang Surpresa ni Juan bukas — LIVE sa Juan365 Livestream!

Kita-kits, Juankada! 👋

#Juan365  #Juan365PH  #AllInJuanSa",https://www.facebook.com/reel/1404627051084961/,0,0,281,0,281
580104038511364_122163767726762707,2025-10-29T09:08:11+0000,2025-10-29,"Ang pinaka-maingay, pinaka-masayang 𝐆𝐑𝐀𝐍𝐃 𝐃𝐑𝐀𝐖 ay mangyayari na bukas sa 𝐉𝐔𝐀𝐍𝟑𝟔𝟓 𝐋𝐈𝐕𝐄𝐒𝐓𝐑𝐄𝐀𝐌! 🎉 
Ready ka na bang manalo ng bonggang papremyo? 💰✨
𝐎𝐜𝐭𝐨𝐛𝐞𝐫 𝟑𝟎, 𝟑:𝟑𝟎 𝐏𝐌 — don’t miss it!
#juanababes #Juan3",https://www.facebook.com/122169588380762707/posts/122163767726762707,0,0,59,0,59
580104038511364_122163733454762707,2025-10-29T04:30:03+0000,2025-10-29,"LONG WEEKEND ALERT! 🗓️🕯️
#Undas2025: Juankada, ready na ba? 🙌
October 31 (Friday) ay special non-working holiday para makapaghanda at makasama ang pamilya sa paggunita ng All Saints’ Day at All Souls’",https://www.facebook.com/122169588380762707/posts/122163733454762707,0,0,59,0,59
580104038511364_122163707342762707,2025-10-29T00:00:08+0000,2025-10-29,"Na-spot mo ba, Juankada? Ilan ang nakita mo?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122163707342762707,0,0,67,0,67
580104038511364_122163657458762707,2025-10-28T14:00:55+0000,2025-10-28,"All in one tap, all in Juan sa saya! 
Download the Juan365 App — PAGCOR licensed, safe, and always on the go! 
Turn on push notifications para una ka sa lahat ng promos at rewards!

Huwag pahuli—join ",https://www.facebook.com/reel/1611738766472627/,0,0,82,0,82
580104038511364_122163620546762707,2025-10-28T08:00:25+0000,2025-10-28,"Play Sabor Mexicano—feel the fiesta vibes habang umaapaw ang saya!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEve",https://www.facebook.com/reel/797855236553915/,0,0,100,0,100
580104038511364_122163586364762707,2025-10-28T03:30:23+0000,2025-10-28,"JUANKADA, hindi pa tapos ang paandar ni Juan! 💥

May chance ka pa manalo ng bonggang premyo — phone, watch, earphones, o credits!

Kaya tara na, sumali na at baka ikaw ang susunod masurpresa! 🎁

🔗 For",https://www.facebook.com/reel/3056629777841784/,0,0,142,0,142
580104038511364_122163565082762707,2025-10-28T00:00:13+0000,2025-10-28,"Alam mo ba kung anong bonus ang unang regalo ni Juan sa mga first-time players?
Comment mo na sagot mo, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365",https://www.facebook.com/122169588380762707/posts/122163565082762707,0,0,70,0,70
580104038511364_122163509684762707,2025-10-27T14:00:09+0000,2025-10-27,"Huwag mahiyang sumagot — comment below, Juankada!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",https://www.facebook.com/122169588380762707/posts/122163509684762707,0,0,75,0,75
