Publish time,Post type,Title,Reactions,Comments,Shares,Total Engagement,Reach,Permalink
9/12/2025 3:00,Photos,"Your favorite Juan365 Game + Color ng suot mong shirt ngayon.
Drop your Juan365 Name sa comments, Juankada! Let’s see sino ang may pinaka cool na name!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",481,452,70,1003,28679,https://www.facebook.com/Juan365officialpage/posts/pfbid036PoBtRdMWTfjCScJUNBHDjB12SuEMaaEULvNbXGRywrgXU6ndo8EVGpequdT71Ftl
8/16/2025 21:01,Reels,"Swift, sleek, at swerte? 🐇✨
Rabbit’s Grace is serving smooth spins and fast thrills.
Hop in and feel the lucky bounce! 🎰💨

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan  #GforEveryJuan",678,273,52,1003,31229,https://www.facebook.com/reel/1502882277811732/
11/26/2025 20:00,Photos,"Oras na para maging part ng next big surprise!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",476,461,65,1002,21415,https://www.facebook.com/Juan365officialpage/posts/pfbid0PvDab6k8hyP3fBzf6yvLigKdMYbwWjMTZXCyXcAqVACH5D9KmxxjFT9N66bjXeZAl
6/15/2025 23:43,Reels,"Juan365 spotted at 
📍Aseana 
📍MOA 
👀🔥 

#Juan365  #Juan365PH  #AllInJuanSaSaya #DennisTrillo  #DavidLicauco  #JamesReid",669,131,200,1000,17653,https://www.facebook.com/reel/584211231392496/
8/30/2025 8:01,Videos,"STOP! Don’t Get Scammed! 🚫
Makipag-usap lang sa Juan365 Live Chat o Juan365 Official Page.

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #JuanAlert",632,305,54,991,38985,https://www.facebook.com/Juan365officialpage/videos/1121587333400740/
8/21/2025 20:12,Videos,"Paalala sa lahat Juankada: Maging handa ngayong tag-ulan. Iwasan ang baha-prone areas at siguraduhin ang kaligtasan ng pamilya. Stay safe, stay dry! ☔

#Juan365 #Juan365PH #JuanKada #AllInJuanSaSaya #StaySafeStayDry",629,273,87,989,26367,https://www.facebook.com/Juan365officialpage/videos/763737923024403/
11/30/2025 0:00,Photos,"Swerte ka ba o strategic? O may super combo ka?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",535,382,70,987,31124,https://www.facebook.com/Juan365officialpage/posts/pfbid0LpZqsiCsYRpbX6yonrPo3UPMuawnpaLrfo5tD1bHFj5JZoNmrS3CVH3JSzakk4mBl
8/26/2025 8:00,Photos,"Play hard, rest smart.
Si Juan, marunong mag-timeout—hindi laging spin ng spin! 
Limit mo, control mo. 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",573,359,54,986,49478,https://www.facebook.com/Juan365officialpage/posts/pfbid02bMZNGt74C6aadguu1hFkbVDx7Caf3w5ZxthpHUZSJUmXxDdBdufpVaGy551Lk54Sl
8/26/2025 2:51,Photos,"THINK BEFORE YOU CLICK! 
Juankada, kung may natanggap kang suspicious link, PM, o email, huwag kang magpaloko — IGNORE IT! ❌
Tandaan, dapat Juan365 CSR lang ang legit na kausap mo pagdating sa promos, rewards, o concerns. Makipag-usap lang sa aming Live Chat o sa Official Juan365 Facebook Page para SAFE ka lagi. 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",629,299,56,984,52475,https://www.facebook.com/Juan365officialpage/posts/pfbid0pHPx5d1op5h4titivmV4Bywxy1RDzvgjVXf9vudYmHbZUXxDEA5FoEcaRvLAJBbRl
8/22/2025 21:30,Photos,"Petsa de Peligro, sana umabot pa to!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada",599,302,82,983,43874,https://www.facebook.com/Juan365officialpage/posts/pfbid02WCygFZ28CBGUV7Fh2ukNwDa2yZcWaH3VGxHrET32BSur5TFqwiXEjtSjFVG6HLAAl
11/28/2025 16:00,Photos,"Uy, organic encounter ba ’to? Napadaan ako sa feed mo… ibig sabihin, sign na ’yan. Download the app na.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",482,406,92,980,34094,https://www.facebook.com/Juan365officialpage/posts/pfbid0BSbG8DsTL8SPJasX9NkbEvAjkQD5Y2XEJ6EhnXQmio2K8z2qp2a5WfJwXPudUrUbl
7/27/2025 4:00,Photos,"Masaya maglaro—pero ‘wag sobra.
Kaya si Juan, alam kung kailan tama na.
May limit, may budget, at never pinipilit ang sarili.
Laro lang, ‘wag padalos—balance is key. 😌🎮

Because real winners? They play responsibly.
Keep it fun. Keep it safe. EveryJUAN.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",634,305,41,980,44579,https://www.facebook.com/Juan365officialpage/posts/pfbid02EmM3Ji5WUQwneGVkDKMtsFr7oFyuf2Wtms25ff62wfULxjDLMHk16w6JCq2wZP8ul
11/15/2025 4:00,Photos,"Ano ang swak sa’yo: iPhone 17 Pro, Bonus Credits, o Both? 🤔

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",443,427,108,978,21965,https://www.facebook.com/Juan365officialpage/posts/pfbid02wi7vPinmsTvqs4LsVokNaSM6qzvzJU29DGr1MJqr8FW4pxcEqN1sa3xyx3SwDKNHl
8/29/2025 3:01,Reels,"Guess who’s back on primetime? The Multimedia Prince is here to shine brighter than ever! 🌟✨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",600,311,67,978,26221,https://www.facebook.com/reel/1799614100636470/
9/8/2025 7:00,Videos,"3 wishes, 3x the thrill!
Comment 🧞‍♂️ kung handa ka na sa magic spins!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GforEveryJuan",598,322,51,971,39078,https://www.facebook.com/Juan365officialpage/videos/1777551979633665/
9/7/2025 7:00,Photos,"Iba ang panalong kalmado. 🧊
Hindi kailangang kabahan o mapilit.
Enjoy lang, dahil ‘di sa gigil nasusukat ang saya. 🎯

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",444,469,58,971,51443,https://www.facebook.com/Juan365officialpage/posts/pfbid037fd6fRq15yjK74weRD8vwnM3uF8DdYgVpDodtxrBsmbyL5WC9ADmuz8sddcuabUal
8/7/2025 20:00,Videos,"⏰ 11AM. 2PM. 4PM. 6PM. 8PM. 10PM.
Yan ang schedule ng Money Rain sessions sa JUAN365!
🎁 Up to ₱7,777 per drop
Just recharge and you’re in!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",583,302,80,965,35835,https://www.facebook.com/Juan365officialpage/videos/1086105259814937/
8/4/2025 6:00,Photos,"Walang gigil, walang habulan. 🎮
Si Juan, kalmado lang—hindi nagpapa-stress sa laro.
Play smart. Play chill. Stay in control. 💙

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",498,370,94,962,37288,https://www.facebook.com/Juan365officialpage/posts/pfbid0s9wcHvdDQyNJZYY11F8HoksfUCVqLxZSjsxWBLCmYzhA2YD5wXzsxzaTV7wU1DSRl
8/11/2025 19:26,Photos,"JUAN365 Joins PlaySafe Alliance as Founding Member
Because winning is fun but playing safe is the real jackpot. 

Skyline Nexus Corp., operator of JUAN365, proudly joins as one of the 19 founding members of the PlaySafe Alliance of the Philippines a coalition of PAGCOR-licensed operators committed to promoting Responsible Gaming, safeguarding players, and fighting illegal gambling.

At JUAN365, we have always put player safety first raising awareness, encouraging limits, and ensuring that gaming remains fun and fair for everyone.

Responsible Gaming is not just a policy it’s our promise.

#JUAN365 #Juan365PH #PlaySafePH #ResponsibleGaming #GamblingIsAddictingKnowWhenToStop #Juankada #TheResponsibleJuan",646,254,59,959,67856,https://www.facebook.com/Juan365officialpage/posts/pfbid0kzpo5y15op4kija8kpbUYhGz2SfumqRPCZWyQ7dYh2JkGwmTegJ8RD68VHEh19tSl
8/29/2025 20:00,Photos,"Congratulations, James Reid! 
Muling magbabalik sa Primetime nag i-isang Multimedia Prince ng bayan. 
All-out support ang Juan365 Family sa bagong kwento at kilig na hatid mo gabi-gabi, James! 💖🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",546,354,46,946,34600,https://www.facebook.com/Juan365officialpage/posts/pfbid02zJwS3c5XwsgEJRizBC328sgRRirV48H4Et2G567yKDQ4NL4dfszeXSCJAqY5MTFhl
7/27/2025 19:01,Videos,"🚨 Pa-welcome ni Juan365? Solid! 🎉
Kapag nag-deposit ka sa unang beses mo, doble agad ‘yan!

Complete the turnover, then cash out like a boss!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",574,272,100,946,26875,https://www.facebook.com/Juan365officialpage/videos/1931409457594586/
8/19/2025 1:03,Photos,"One tap away sa saya! Add Juan365 diretso sa home screen mo! 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",557,334,51,942,59010,https://www.facebook.com/Juan365officialpage/posts/pfbid02xpZ6FJ5ocEuDXbrwYwcMWXRMxRz8cz2w62vNjxywrYNSEb5ZRLoFbGfyXwpMC2QJl
11/13/2025 6:00,Photos,"Sasagutin mo ba yan Juankada? Si Juan na yan!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",504,347,90,941,20109,https://www.facebook.com/Juan365officialpage/posts/pfbid0gECJScFxFKuCsHvMAYGvzoszqBM6W4CLwaMgfatPZ3wTgmNAZsoUrJeE1YogMQNol
8/31/2025 21:30,Videos,"Monday made better! Claim your cashback na, Juankada! 

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",497,390,44,931,22510,https://www.facebook.com/Juan365officialpage/videos/766573776272331/
8/24/2025 1:01,Videos,"Payment made easy sa Juan365! ⚡

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉 

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",448,450,30,928,30852,https://www.facebook.com/Juan365officialpage/videos/1308660064186354/
8/28/2025 23:32,Photos,Juan365 updated his cover photo.,647,227,52,926,669,https://www.facebook.com/photo.php?fbid=122152553912762707&set=a.122127416456762707&type=3
11/21/2025 16:00,Photos,"Juankada, sagot-sagot muna! Ano ang source ng happiness mo? 😄

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",392,448,86,926,22456,https://www.facebook.com/Juan365officialpage/posts/pfbid02vZ4jMHP9rE2kUh7ekiva9D3qXjwnMznY6MnwMtDApfVkXDpNkBs6dNNDy9CWm5UAl
12/2/2025 17:00,Photos,"May your days be merry and bright! ✨
Spread the good vibes, i-tag ang Juankada na nagpapasaya sa iyong holidays! 🎄

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",357,218,349,924,19331,https://www.facebook.com/Juan365officialpage/posts/pfbid0361xMKtgRqKEnfwLBhXriQLA3aRGKf5WGgGvX4PmNzgAziTtzWYEYGeqG9ZZkbcKul
7/25/2025 4:00,Photos,"While the Storm Rages, They Keep Going. Braving the Storm, Delivering with Strength – A Thank You to Our Delivery Heroes! 💯💙

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",710,150,62,922,43895,https://www.facebook.com/Juan365officialpage/posts/pfbid029XCMdWnGoWdwb6roYYrjarL4psfHqERkHZTv5fhBUpF24tmRYVsf54RAWvxHvAPql
8/21/2025 1:01,Videos,"Hindi mo na kailangan ng ulan para mabasa ng swerte!
Join Money Rain — 6 sessions daily!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #GforEveryJuan",569,277,73,919,32325,https://www.facebook.com/Juan365officialpage/videos/25019672890966938/
12/2/2025 20:01,Videos,"🔥 2 DAYS TO GO! 🔥

Kasali ka na ba sa Surpresa ni Juan? 🤩

Comment mo naman kung ano ang pinaka minamanifest mong papremyo ni Juan! 

Kung ‘di ka pa kasali, sumali na at maki-saya sa ultimate surprises! 🚀🎁

#Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaniJuanVer2",520,271,123,914,28810,https://www.facebook.com/reel/1349896946783836/
12/2/2025 5:25,Videos,"Juankada, papalapit na talaga ang Surpresa ni Juan! 🎉🔥

Gusto naming makita kung sino-sino na ba ang ready na ready na! Comment ‘𝐑𝐞𝐚𝐝𝐲 𝐧𝐚 𝐚𝐤𝐨!’ + 𝐮𝐬𝐞𝐫 𝐈𝐃 kung handa ka nang manalo sa surpresa ni Juan!

At kung ’di ka pa nakakasali… SALI NA! Tandaan: 𝐌𝐨𝐫𝐞 𝐬𝐡𝐚𝐫𝐞𝐬, 𝐦𝐨𝐫𝐞 𝐰𝐢𝐧𝐧𝐢𝐧𝐠!  🙌🧡

#Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaniJuanVer2",470,299,143,912,6500,https://www.facebook.com/reel/847756388057154/
8/31/2025 18:00,Videos,"Juankada, bagong buwan na naman!  Say hello to September and hello to more fun! 🎉

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",545,305,62,912,27868,https://www.facebook.com/Juan365officialpage/videos/1071268751830956/
8/22/2025 4:01,Videos,Your reel,588,244,77,909,26920,https://www.facebook.com/Juan365officialpage/videos/1799916517226766/
7/26/2025 7:01,Reels,"Roll down? Wait lang, flex muna!
📍 Billboard check!
Juan365 spotted in multiple locations! 💥

Huwag magpahuli—join the fun, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",672,182,44,898,33396,https://www.facebook.com/reel/1812514116287956/
8/9/2025 3:01,Photos,"🎯 J.U.A.N. plays with goals, not just games.
Dito sa Juan365, alam ang limit, marunong magpahinga, at laging chill lang sa laro. 🎮

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",611,258,25,894,59968,https://www.facebook.com/Juan365officialpage/posts/pfbid09hnooAFUSoLmsri6V4scCbbDvVW9PBTqc5MxKpNNz82MYa65q8BizqaM2rf79dTHl
8/21/2025 8:00,Photos,"🎮 Gaming is life, pero ‘wag kalimutang magpahinga.
Take a step back, breathe, and realign.
⏸️ JuanHit Pause. Self-care muna.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",426,416,49,891,45436,https://www.facebook.com/Juan365officialpage/posts/pfbid0aPReyw54SgdfHG2EVHj9HZi6bgUP5xM2RgwfUamFFQv7XcV2eaJxZjSybgEEeAr7l
8/23/2025 21:30,Videos,"From chill games to thrill games—nandito na lahat!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GForEveryJuan",458,353,76,887,21422,https://www.facebook.com/Juan365officialpage/videos/1287951769544142/
8/10/2025 19:01,Photos,"Ayusin na ang KYC para walang abala sa laro mo!
Secure, smooth, at panatag—all in Juan click. ✅🔥

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",519,323,44,886,52884,https://www.facebook.com/Juan365officialpage/posts/pfbid0351JsKpkMTeJDGTv5Tr984YaG7SABpN2xesQzFCSH2pRhdwX5pbpDT5rPXCKk8frsl
7/24/2025 0:07,Reels,"Flex muna bago namin ipa-roll down. 😎📸
Sa gitna ng chill na lakad, spotted si Juan365 billboard sa Park 'N Fly, Pasay!
Vibes? Juan-derful talaga. 💙

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",698,142,35,875,39688,https://www.facebook.com/reel/1291514359287786/
11/20/2025 20:00,Videos,"Feel na feel mo na ba ang Pasko? Kasi sa Juan365, maaga ang pa-regalo! 🎁🔥

How To Join:
1️⃣ Like & Follow Juan365 Cares 
2️⃣ Share this post on your timeline
( https://www.facebook.com/share/v/1Cu2QogaY3/ )
3️⃣ Mention Juan365 as your caption and don’t forget to use #Juan365 #AllInJuanSaSaya #NanayConchita
4️⃣ Comment your Juan365 User ID below at i-attach ang screenshot bilang proof na nagawa mo ang steps (Like + Follow + Share)

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",506,262,106,874,47232,https://www.facebook.com/reel/3770588583246011/
8/2/2025 0:01,Reels,"Bago namin i-wrap up ‘to… flex muna namin yaaan! 😎
📍Juan365 billboard spotted ulit! Kahit saan ka mapatingin, all-in sa saya si Juan! 💙🎰

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",624,151,84,859,31371,https://www.facebook.com/reel/1816646662585208/
8/29/2025 13:57,Photos,"📢 BancNet Advisory

As of 4:30 AM, BancNet has confirmed that services are officially back to normal.

✅ You may now:

Send money to other banks via Bank Transfer

Pay via QRPh using the GCash app

To ensure a smooth experience, we recommend restarting both your GCash app and your device.

💸 We are working closely with BancNet to process any pending refunds to affected GCash wallets within 24 to 48 hours.

Thank you for your patience and understanding.
#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",407,418,31,856,52030,https://www.facebook.com/Juan365officialpage/posts/pfbid0NP6tDit3AHjiT4PYtrSJF8K6bC26sgqH7QUgTvWtp3ANea92L4abjuC5yj8jiof5l
7/21/2025 7:00,Photos,"Know the numbers, save the numbers.
Your safety starts with being prepared. 📲

𝗡𝗔𝗧𝗜𝗢𝗡𝗔𝗟 𝗘𝗠𝗘𝗥𝗚𝗘𝗡𝗖𝗬 𝗛𝗢𝗧𝗟𝗜𝗡𝗘 - 911
𝗣𝗛𝗜𝗟𝗜𝗣𝗣𝗜𝗡𝗘 𝗥𝗘𝗗 𝗖𝗥𝗢𝗦𝗦
Hotline: 143, (02) 527-0000, (02) 527-8385 to 95
Disaster Management Office: 143(Staff), 132(Manager),133(Radio Room)
𝗡𝗔𝗧𝗜𝗢𝗡𝗔𝗟 𝗗𝗜𝗦𝗔𝗦𝗧𝗘𝗥 𝗥𝗜𝗦𝗞 𝗥𝗘𝗗𝗨𝗖𝗧𝗜𝗢𝗡 𝗔𝗡𝗗 𝗠𝗔𝗡𝗔𝗚𝗘𝗠𝗘𝗡𝗧 𝗖𝗢𝗨𝗡𝗖𝗜𝗟 (𝗡𝗗𝗥𝗥𝗠𝗖)
Trunkline: 911-5061 to 65
Phone Number: (+632) 91114016, (+632) 9122665
𝗣𝗔𝗚-𝗔𝗦𝗔
Hotline: (02) 824-0800
𝗗𝗘𝗣𝗔𝗥𝗧𝗠𝗘𝗡𝗧 𝗢𝗙 𝗦𝗢𝗖𝗜𝗔𝗟 𝗪𝗘𝗟𝗙𝗔𝗥𝗘 𝗔𝗡𝗗 𝗗𝗘𝗩𝗘𝗟𝗢𝗣𝗠𝗘𝗡𝗧
GLOBE: 09171105686 at 09178272543 
SMART: 09199116200 
inquiry@dswd.gov.ph 
𝗣𝗛𝗜𝗟𝗜𝗣𝗣𝗜𝗡𝗘 𝗡𝗔𝗧𝗜𝗢𝗡𝗔𝗟 𝗣𝗢𝗟𝗜𝗖𝗘 𝗛𝗢𝗧𝗟𝗜𝗡𝗘 𝗣𝗔𝗧𝗥𝗢𝗟
Hotline: 117, 722-0650
Text Hotline: 0917-847-5757
𝗕𝗨𝗥𝗘𝗔𝗨 𝗢𝗙 𝗙𝗜𝗥𝗘 𝗣𝗥𝗢𝗧𝗘C𝗧𝗜𝗢𝗡 (𝗡𝗖𝗥)
Direct Hotline: (02) 426-0219, (02)426-3812, (02) 426-0246
𝗣𝗛𝗜𝗟𝗜𝗣𝗣𝗜𝗡𝗘 𝗖𝗢𝗔𝗦𝗧 𝗚𝗨𝗔𝗥𝗗
Trunkline: (02) 527-8481 to 89
Action Center: (02) 527-3877
0917-PCG-DOTC 0917-724-3682(Globe)
0918-967-4697
𝗠𝗘𝗧𝗥𝗢 𝗠𝗔𝗡𝗜𝗟𝗔 𝗗𝗘𝗩𝗘𝗟𝗢𝗣𝗠𝗘𝗡𝗧 𝗔𝗨𝗧𝗛𝗢𝗥𝗜𝗧𝗬
Hotline:136
Trunkline: (02) 882-4150-77
loc. 337 (Rescue)
255 (Metrobase)
319 (Road Safety)
374 (Public Safety)
320 (Road Emergency)
(02) 882-0925 (Flood Control)
𝗗𝗘𝗣𝗔𝗥𝗧𝗠𝗘𝗡𝗧 𝗢𝗙 𝗖𝗢𝗠𝗠𝗨𝗡𝗜𝗖𝗔𝗧𝗜𝗢𝗡
(DOTC) Central Hotline
Public Assiatnce Center: 7890 
𝗠𝗔𝗡𝗜𝗟𝗔 𝗜𝗡𝗧𝗘𝗥𝗡𝗔𝗧𝗜𝗢𝗡𝗔𝗟 𝗔𝗜𝗥𝗣𝗢𝗥𝗧 𝗔𝗨𝗧𝗛𝗢𝗥𝗜𝗧𝗬
Text Hotline: 0917-839-6462 (TEXTNAIA)
Terminals 1,2,and 4: 877-1109 and loc. 2444
Terminal 3: 887-7888 loc. 8046",576,190,90,856,20802,https://www.facebook.com/Juan365officialpage/posts/pfbid036jM1Qhj1gsMk6XLg3spPvcUrK7x9baYLx2GPyE73s1WxpQKyjsE1ioTToMCcXaj8l
9/8/2025 16:30,Videos,"Boring? Not today! Juankada, let’s make it JUANtastic!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #GForEveryJuan",527,269,58,854,38305,https://www.facebook.com/Juan365officialpage/videos/1564696444939879/
8/29/2025 8:03,Photos,"🚧 SERVICE ADVISORY 🚧

Hi Juankada! 👋
Pansamantala pong hindi magagamit ang QRPh feature via GCash app dahil sa technical adjustments sa kanilang end. 😓

🛠️ Huwag mag-alala — temporary lang ito.
We’ll let you know agad-agad once ma-restore na ang service.

Salamat sa inyong patience at patuloy na pagtangkilik sa JUAN365! 💙🎰
#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",481,342,31,854,55579,https://www.facebook.com/Juan365officialpage/posts/pfbid0Zn9jmhvxRKtq9CR3cR41yddXxrfHfePHyP9hKWx33YqjWoiPjDuNpSf3htG3nbccl
11/21/2025 0:10,Videos,"Congratulations sa 10 lucky Juankada! Enjoy your 100 FREE Juan365 Credits!

Follow Juan365 para updated ka sa mga susunod na ganap!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",564,187,101,852,21173,https://www.facebook.com/reel/1917232169144345/
11/26/2025 4:00,Photos,"Oo heto na—kumapit ka, Juankada…

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",462,266,123,851,24282,https://www.facebook.com/Juan365officialpage/posts/pfbid0MCQf11WhNoZig7Nb9rHN3eRGcXmLrrJKKmHtuM5NjdVGDsBzp6oDrPwsz4KUPjH1l
11/21/2025 4:00,Photos,"Crack the code, Juankada! 🔎 Ano kayang game ang tinutukoy?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",369,347,133,849,21034,https://www.facebook.com/Juan365officialpage/posts/pfbid02WkDJbz9sPGq7a3HZqfSwFwBsmvVZh4H8iw4Z7cjgts1Jvpb4zxXarR7HeatRK6cil
7/29/2025 0:01,Reels,"Wrap up na? Chillax lang...Pa-flex muna kami! 😎📸
📍From Parañaque to Pasay (at marami pang iba!)
Juan365 billboards, spotted sa iba’t ibang sulok ng metro! 👀💙

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",634,175,37,846,35190,https://www.facebook.com/reel/2117285692133112/
11/28/2025 5:01,Photos,"Comment your wins and flex your Juankada luck!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",358,216,272,846,17514,https://www.facebook.com/Juan365officialpage/posts/pfbid0GGw7nUGvTXPEN2sGQKrhAnuXGZ6ZoBBwtqhnw8Uz92svUsDZW55fPRfvCLDHZviQl
11/28/2025 0:00,Videos,"JUANKADA 1 WEEK NA LANG!🚨

Kung hindi ka pa nakakasali, don’t worry — hindi pa huli! Kaya tara na, join na at maging parte ng surpresa!

Ano ang gusto mong mapanalunan? Comment in the comment section.

#Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaniJuanVer2",454,235,156,845,8218,https://www.facebook.com/reel/714314687940518/
9/12/2025 7:02,Videos,"Mas pina-BETTER na tayo, Juankada!

Download the Juan365 app & join the fun, Juankada! Message us to guide you! 🧡

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",512,282,49,843,27595,https://www.facebook.com/Juan365officialpage/videos/1047229840639583/
8/6/2025 3:00,Photos,"Si Juan, hindi padalos-dalos.
Alam niya kung kailan GO at kailan STOP. 🟢🔴
Panalo ‘pag may diskarte—hindi lahat kailangang itaya.

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TheResponsibleJuan",523,290,29,842,52842,https://www.facebook.com/Juan365officialpage/posts/pfbid02EwHT99kzxNT91DEfqoZTwvHLEXFRKzcaHaBVaxbkNjL9kSZm4E8QpW3ZXxtid5V5l
11/29/2025 20:01,Videos,"Mood check, Juankada! Ano’ng feels mo today?

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",472,267,102,841,49651,https://www.facebook.com/reel/1485624136071438/
11/17/2025 20:00,Photos,"Paw-sitive vibes only!
Lucky Neko is purring with good fortune—kaya tara, spin na!

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",348,354,138,840,28238,https://www.facebook.com/Juan365officialpage/posts/pfbid0piQUk2rCQbmhQSUurjZMUArM2F7n2dcQ2RwPrHfrVPpHwCHjB7ZbXp2U3wfzQaRbl
